nazwa;wojewodztwo;powiat;gmina;miejscowosc;ulica;budynek;latitude;longitude
OSP Górzno;MAZOWIECKIE;garwoliński;Górzno;Górzno;Św. Floriana;18;53.195529699999994;19.63931165302763
OSP Pnie;MAZOWIECKIE;białobrzeski;Promna;Pnie;;48A;51.7103997;20.96311
Ochotnicza Straż Pożarna w Złotokłosie;MAZOWIECKIE;piaseczyński;Piaseczno;Złotokłos;3 Maja;30;52.0043367;20.9087779
OSP Rudzienko;MAZOWIECKIE;miński;Dobre;Rudzienko;;40;52.29411;21.66603
Ochotnicza Straz Pożarna w Dobrołęce;MAZOWIECKIE;ostrołęcki;Olszewo-Borki;Dobrołęka;;29;53.01536175;21.490993378053233
Ochotnicza Straż Pożarna w Krasiejowie;OPOLSKIE;opolski;Ozimek;Krasiejów;św. Floriana;2;50.67118395;18.246336613234874
Ochotnicza Straż Pożarna w Kawęczynku;MAZOWIECKIE;piaseczyński;Konstancin-Jeziorna;Kawęczynek;Prosta;b/n;52.0440742;21.126188
Ochotnicza Straż Pożarna w Szczedrzyku;OPOLSKIE;opolski;Ozimek;Szczedrzyk;Plac 1 Maja;14;50.7034852;18.153262261273156
Ochotnicza Straż Pożarna w Dzbeninie;MAZOWIECKIE;ostrołęcki;Troszyn;Dzbenin;;31;53.0487823;21.5459179248773
OSP Cisie;MAZOWIECKIE;miński;Halinów;Cisie;Główna;114;52.2199826;21.3985376
OSP Przybyszew;MAZOWIECKIE;białobrzeski;Promna;Przybyszew;Gościniec;2;51.6643187;20.859377
Ochotnicza Straż Pożarna w Popielowie;OPOLSKIE;opolski;Popielów;Popielów;Dworcowa;27a;50.8267453;17.7519456
Ochotnicza Straż Pożarna w Starych Siołkowicach;OPOLSKIE;opolski;Popielów;Stare Siołkowice;Michała;55a;50.8043081;17.767980538081247
OSP Radzanów;MAZOWIECKIE;białobrzeski;Radzanów;Radzanów;;25;51.294355;23.4926257
Ochotnicza Straż Pożarna w Brodowych Łąkach;MAZOWIECKIE;ostrołęcki;Baranowo;Brodowe Łąki;;30;53.264602;21.2273152
OSP Stara Błotnica;MAZOWIECKIE;białobrzeski;Stara Błotnica;Stara Błotnica;;23;54.1522148;15.4079276
OSP Latowicz;MAZOWIECKIE;miński;Latowicz;Latowicz;Świetego Ducha;29A;52.02570145;21.80561265594687
OSP Borowie;MAZOWIECKIE;garwoliński;Borowie;Borowie;Leona Popławskiego;4;51.948238;21.76629575
OSP Boże;MAZOWIECKIE;białobrzeski;Stromiec;Boże;;34;51.695590800000005;21.13219390996042
Ochotnicza Straż Pożarna w Suchcicach;MAZOWIECKIE;ostrołęcki;Czerwin;Suchcice;Zadworska;2;52.9309701;21.6503135
OSP Izdebno;MAZOWIECKIE;garwoliński;Łaskarzew;Izdebno;Izdebno;34;52.4137501;17.2374926
OSP Stromiec;MAZOWIECKIE;białobrzeski;Stromiec;Stromiec;Piaski;2;51.6410074;21.0889745
OSP Kozice;MAZOWIECKIE;garwoliński;Trojanów;Kozice;Kozice;118;50.7726689;16.3278987
OSP Wyśmierzyce;MAZOWIECKIE;białobrzeski;Wyśmierzyce;Wyśmierzyce;Kościelna;2;51.6256092;20.81612631591566
OSP Stojadła;MAZOWIECKIE;miński;Mińsk Mazowiecki;Stojadła;Strażacka;2;52.1856978;21.5327703
OSP Grodzisk;MAZOWIECKIE;miński;Mrozy;Grodzisk;Mazowiecka;135;52.1066223;20.6313441
OSP Łaskarzew;MAZOWIECKIE;garwoliński;Łaskarzew;Łaskarzew;Alejowa;13;51.7899779;21.5894287
OSP Maciejowice;MAZOWIECKIE;garwoliński;Maciejowice;Maciejowice;Lubelska;5;51.6917526;21.554416000000003
OSP Żaków;MAZOWIECKIE;miński;Siennica;Żaków;;53A;52.0673505;21.659996030081558
OSP Melanów;MAZOWIECKIE;garwoliński;Łaskarzew;Melanów;Melanów;48;51.7959248;21.6330713
OSP Ostrożeń;MAZOWIECKIE;garwoliński;Sobolew;Ostrożeń Drugi;Ostrożeń Drugi;40;51.78895;21.74638
OSP Parysów;MAZOWIECKIE;garwoliński;Parysów;Parysów;Sportowa;3;51.97765335;21.67689661000401
OSP Pilawa;MAZOWIECKIE;garwoliński;Pilawa;Pilawa;Aleja Wyzwolenia;124;51.959783;21.52919408252493
Ochotnicza Straż Pożarna w Biskupicach;MAZOWIECKIE;pruszkowski;Brwinów;Biskupice;-;51;48.25146145;19.834212632279026
OSP Podebłocie;MAZOWIECKIE;garwoliński;Trojanów;Trojanów;Podebłocie;191;51.64796;21.75723
OSP Rębków;MAZOWIECKIE;garwoliński;Garwolin;Rębków;Starowiejska;41;51.87975;21.55806
Ochotnicza Straż Pożarna w Brwinowie;MAZOWIECKIE;pruszkowski;Brwinów;Brwinów;Pszczelińska;3;52.140538250000006;20.719011928113833
OSP Ruda Talubska;MAZOWIECKIE;garwoliński;Garwolin;Ruda Talubska;Ruda Talubska;30;51.8528878;21.5897603
Ochotnicza Straż Pożarna w Mosznach;MAZOWIECKIE;pruszkowski;Brwinów;Moszna-Wieś;;100;52.18158;20.74974
OSP Sobolew;MAZOWIECKIE;garwoliński;Sobolew;Sobolew;Rynek;1;51.74162;21.66848
OSP Trojanów;MAZOWIECKIE;garwoliński;Trojanów;Trojanów;Trojanów;63;51.6937816;21.8199336
OSP Unin;MAZOWIECKIE;garwoliński;Górzno;Górzno;Unin;57;51.9078008;21.7008308
OSP Wilga;MAZOWIECKIE;garwoliński;Wilga;Wilga;Warszawska;34;51.8514414;21.380374752357692
OSP Wola Miastkowska;MAZOWIECKIE;garwoliński;Miastków Kościelny;Wola Miastkowska;Wola Miastkowska;40;51.92566;21.85241
OSP Wola Rębkowska;MAZOWIECKIE;garwoliński;Garwolin;Wola Rębkowska;ul. Długa;95;51.90299;21.55654
OSP Wola Żelechowska;MAZOWIECKIE;garwoliński;Żelechów;Wola Żelechowska;Wola Żelechowska;11;51.80481;21.85595
Ochotnicza Straż Pożarna w Nowej Wsi;MAZOWIECKIE;pruszkowski;Michałowice;Nowa Wieś;Główna;2;52.1452;20.78963
Ochotnicza Straż Pożarna w Młochowie;MAZOWIECKIE;pruszkowski;Nadarzyn;Młochów;Mazowiecka;3;52.04806385;20.7811585
Ochotnicza Straż Pożarna w Nadarzynie;MAZOWIECKIE;pruszkowski;Nadarzyn;Nadarzyn;Warszawska;15;52.09511785;20.809226447975952
Ochotnicza Straż Pożarna w Piastowie;MAZOWIECKIE;pruszkowski;Piastów;Piastów;Warszawska;24;52.18667215;20.84368908581922
Ochotnicza Straż Pożarna w Raszynie;MAZOWIECKIE;pruszkowski;Raszyn;Raszyn;Sportowa;1a;52.153232349999996;20.922343564105226
Ochotnicza Straż Pożarna w Falentach;MAZOWIECKIE;pruszkowski;Raszyn;Falenty;Hrabska;2;52.136965950000004;20.92036678680831
JRG CIECHANÓW;MAZOWIECKIE;ciechanowski;Ciechanów;Ciechanów;;32;51.5863467;16.42799995
KP PSP Żuromin;MAZOWIECKIE;żuromiński;Żuromin;Żuromin;Warszawska;25;53.06492155;19.912230251525823
OSP Bieżuń;MAZOWIECKIE;żuromiński;Bieżuń;Bieżuń;Mławska;7;52.9621285;19.892435517433327
OSP Kuczbork;MAZOWIECKIE;żuromiński;Kuczbork-Osada;Kuczbork-Wieś;Adama Mickiewicza;8;53.08338;20.04366
OSP Lubowidz;MAZOWIECKIE;żuromiński;Lubowidz;Lubowidz;Jana Pawła II;42;53.1199269;19.8438709
OSP Lutocin;MAZOWIECKIE;żuromiński;Lutocin;Lutocin;Żeromskiego;2;52.98191;19.76509
OSP ZIELONA;MAZOWIECKIE;żuromiński;Kuczbork-Osada;Zielona;1 Maja;17;53.09128;19.96945
OSP Krzeczanowo;MAZOWIECKIE;żuromiński;Siemiątkowo;Krzeczanowo;;23;52.8515628;20.0963282
OSP Siemiątkowo;MAZOWIECKIE;żuromiński;Siemiątkowo;Siemiątkowo;Parkowa;2;52.8805662;20.030998
OSP Zieluń;MAZOWIECKIE;żuromiński;Lubowidz;Zieluń;;35;53.1767482;19.8529793
OSP Rydzewo;MAZOWIECKIE;ciechanowski;Ciechanów;Rydzewo;;22;52.8729548;20.4359383
OSP Glinojeck;MAZOWIECKIE;ciechanowski;Glinojeck;Glinojeck;Polna;27;52.81663;20.29021
OSP Dąbrówka;MAZOWIECKIE;wołomiński;Dąbrówka;Dąbrówka;Tadeusza Kościuszki;14B;50.7638927;19.6668154
OSP Tłuszcz;MAZOWIECKIE;wołomiński;Tłuszcz;Tłuszcz;Wiejska;12;52.4261;21.4293
OSP Roszczep;MAZOWIECKIE;wołomiński;Klembów;Roszczep;;57A;52.4417215;21.3094524
OSP Myszadła;MAZOWIECKIE;wołomiński;Jadów;Myszadła;;49;52.47281;21.70684
Komenda Miejska PSP w Siedlcach Jednostka Ratowniczo-Gaśnicza nr 2;MAZOWIECKIE;Siedlce;Siedlce;Siedlce;Składowa;7 G;52.1540164;22.2854874
OSP Jadów;MAZOWIECKIE;wołomiński;Jadów;Jadów;Jana Pawła II;19;52.476253850000006;21.634295780068175
Jednostka Ratowniczo - Gaśnicza KP PSP w Węgrowie;MAZOWIECKIE;węgrowski;Węgrów;Węgrów;Strażacka;4;52.39732995;22.01811788194343
Ochotnicza Straż Pożarna w Brzuzie;MAZOWIECKIE;węgrowski;Łochów;Brzuza;;48;52.60796;21.7073
Ochotnicza Straż Pożarna w Łochowie;MAZOWIECKIE;węgrowski;Łochów;Łochów;Węgrowska;102;52.5187812;21.7036679202052
Ochotnicza Straż Pożarna w Łochowie ul. Fabryczna;MAZOWIECKIE;węgrowski;Łochów;Łochów;Fabryczna;1;52.56209;21.77553
JRG  Strzelce Opolskie;OPOLSKIE;strzelecki;Strzelce Opolskie;Strzelce Opolskie;Zakładowa;1;50.51840215;18.310888438456324
Ochotnicza Straż Pożarna w Pogorzelcu;MAZOWIECKIE;węgrowski;Łochów;Pogorzelec;Strażacka;1;52.5399357;21.6103121
OSP Konie;MAZOWIECKIE;grójecki;Pniewy;Konie;;48;-21.079025350000002;164.86367043531993
OSP Warka;MAZOWIECKIE;grójecki;Warka;Warka;Farna;2;51.78255;21.188708979435734
Ochotnicza Straż Pożarna w Ostrówku;MAZOWIECKIE;węgrowski;Łochów;Ostrówek;Św. Jana Pawła II;7;52.5588097;21.765850217695117
Ochotnicza Straż Pożarna w Wyszkowie;MAZOWIECKIE;węgrowski;Liw;Wyszków;;29B;52.3058338;22.009395133228818
OSP Grzegorzewice;MAZOWIECKIE;grójecki;Warka;Grzegorzewice;;37;51.762073150000006;21.12420094409662
OSP Jasieniec;MAZOWIECKIE;grójecki;Jasieniec;Jasieniec;Kasztanowa;6;51.81865;20.94514
OSP Gąski;MAZOWIECKIE;grójecki;Warka;Gąski;;19;52.8891089;20.56763000205502
Ochotnicza Straż Pożarna w Ruchnie;MAZOWIECKIE;węgrowski;Liw;Ruchna;;44;52.37472;22.05673
Ochotnicza Straż Pożarna w Sadownem;MAZOWIECKIE;węgrowski;Sadowne;Sadowne;Kościuszki;3;52.63964;21.84701
Ochotnicza Straż Pożarna w Sokółce;MAZOWIECKIE;węgrowski;Sadowne;Sokółka;;35;52.60903;21.89517
OSP Mirowice;MAZOWIECKIE;grójecki;Grójec;Mirowice;Główna;27;51.92865595;20.919869898350385
OSP Drwalew;MAZOWIECKIE;grójecki;Chynów;Drwalew;Grójecka;32;51.896846249999996;21.017921244207315
Ochotnicza Straż Pożarna w Toporze;MAZOWIECKIE;węgrowski;Stoczek;Topór;;46B;52.5708018;21.8372313
OSP Grójec;MAZOWIECKIE;grójecki;Grójec;Grójec;Szpitalna;12;51.8681104;20.866763
OSP Lipie;MAZOWIECKIE;grójecki;Błędów;Lipie;;20;51.079622549999996;21.14642583374487
Ochotnicza Straż Pożarna w Miedznie;MAZOWIECKIE;węgrowski;Miedzna;Miedzna;Wolności;3;52.4672186;22.0916188
OSP Machcin;MAZOWIECKIE;grójecki;Chynów;Machcin;;5;51.9126212;21.1526657
Ochotnicza Straż Pożarna w Grębkowie;MAZOWIECKIE;węgrowski;Grębków;Grębków;Wspólna;5;52.26907475;21.90859362238514
Ochotnicza Straż Pożarna w Wierzbnie;MAZOWIECKIE;węgrowski;Wierzbno;Wierzbno;;90;52.3065968;21.8575316
Ochotnicza Straż Pożarna w Korytnicy;MAZOWIECKIE;węgrowski;Korytnica;Korytnica;Spółdzielcza;1;52.4159617;21.8479052
Ochotnicza Straż Pożarna w Liwie;MAZOWIECKIE;węgrowski;Liw;Liw;Kozia;4;52.37448;21.96604
Ochotnicza Straż Pożarna w Stoczku;MAZOWIECKIE;węgrowski;Stoczek;Stoczek;Kosowska;5;52.5433383;21.903423
OSP Gózd;MAZOWIECKIE;radomski;Gózd;Gózd;Radomska;34 B;51.378638;21.378934
OSP Jedlnia-Letnisko;MAZOWIECKIE;radomski;Jedlnia-Letnisko;Jedlnia-Letnisko;Radomska;43 A;51.4311956;21.3313968
OSP Poniatowo;MAZOWIECKIE;żuromiński;Żuromin;Poniatowo;Plac Rynek;27;53.04412;19.87004
Ochotnicza Straż Pożarna w Kazanowie;MAZOWIECKIE;zwoleński;Kazanów;Kazanów;Zwoleńska;22;51.2788946;21.46793202515954
OSP Kuczki-Kolonia;MAZOWIECKIE;radomski;Gózd;Kuczki-Kolonia;;40 A;51.3720169;21.3419799
OSP Pionki;MAZOWIECKIE;radomski;Pionki;Pionki;Zwycięstwa;1;51.47955655;21.4651257098416
Ochotnicza Straż Pożarna w Kowalkowie;MAZOWIECKIE;zwoleński;Kazanów;Kowalków;;71;50.9553997;21.0506839
Ochotnicza Straż Pożarna w Lipowcu Kościelnym;MAZOWIECKIE;mławski;Lipowiec Kościelny;Lipowiec Kościelny;;80;53.10446845;20.17456264073082
OSP Sucha;MAZOWIECKIE;radomski;Pionki;Sucha;;50;48.46499385;16.83007782833456
Ochotnicza Straż Pożarna w Rawicy;MAZOWIECKIE;zwoleński;Tczów;Rawica-Kolonia;;16A;51.329239599999994;21.390630065464897
OSP Czarna;MAZOWIECKIE;radomski;Pionki;Czarna Wieś;;73;51.4347983;21.453545
JRG 1 KĘDZIERZYN-KOŹLE;OPOLSKIE;kędzierzyńsko-kozielski;Kędzierzyn-Koźle;Kędzierzyn-Koźle;Mostowa;33;50.3119619;18.2435194
Ochotnicza Straż Pożarna w Turzy Małej;MAZOWIECKIE;mławski;Lipowiec Kościelny;Turza Mała;;28;52.69709;19.47968
Ochotnicza Straż Pożarna w Tczowie;MAZOWIECKIE;zwoleński;Tczów;Tczów;;117 B;51.325746;21.4465383
JRG 2 KĘDZIERZYN-KOŹLE;OPOLSKIE;kędzierzyńsko-kozielski;Kędzierzyn-Koźle;Kędzierzyn-Koźle;Józefa Ignacego Kraszewskiego;12;50.3343211;18.1408764
Ochotnicza Straż Pożarna w Czarnolesie;MAZOWIECKIE;zwoleński;Policzna;Czarnolas;;42;51.42966235;21.70365615
Ochotnicza Straż Pożarna w Prószkowie;OPOLSKIE;opolski;Prószków;Prószków;Szkolna;4;50.5782895;17.873573839924944
OSP Jedlnia;MAZOWIECKIE;radomski;Pionki;Jedlnia-Kolonia;;77 A;51.478399;21.3777712
OSP DZIERGOWICE;OPOLSKIE;kędzierzyńsko-kozielski;Bierawa;Dziergowice;Wodna;5;50.23727125;18.285932253783212
Komenda Powiatowa Państwowej Straży Pożarnej w Wyszkowie;MAZOWIECKIE;wyszkowski;Wyszków;Wyszków;Strażacka;6;52.591717700000004;21.457278526287777
JRG Kluczbork;OPOLSKIE;kluczborski;Kluczbork;Kluczbork;Krakusa;1;50.9755169;18.2166864
Ochotnicza Straż Pożarna w Policznie;MAZOWIECKIE;zwoleński;Policzna;Policzna;Bolesława Prusa;4;51.4458511;21.622340557629983
OSP Słupica;MAZOWIECKIE;radomski;Jedlnia-Letnisko;Słupica;;46;51.41027;21.38182
Ochotnicza Straż Pożarna w Somiance;MAZOWIECKIE;wyszkowski;Somianka;Somianka;Somianka -Parcele;17;52.56213;21.29866
OSP ŁANY;OPOLSKIE;kędzierzyńsko-kozielski;Cisek;Łany;Główna;96B;50.2132994;18.193772260162575
JRG nr 3 w Białymstoku;PODLASKIE;Białystok;Białystok;Białystok;Przędzalniana;6d;53.157543149999995;23.084409633823903
Ochotnicza Straż Pożarna w Lucynowie Dużym;MAZOWIECKIE;wyszkowski;Wyszków;Lucynów Duży;Jana Kochanowskiego;69;52.5473135;21.4742267
Ochotnicza Straż Pożarna w Rybnie;MAZOWIECKIE;wyszkowski;Wyszków;Rybno;Strażacka;11;52.569696300000004;21.41634608760995
Ochotnicza Straż Pożarna w Kosorowicach;OPOLSKIE;opolski;Tarnów Opolski;Kosorowice;Opolska;9a;50.5711669;18.05479
Ochotnicza Straż Pożarna w Popowie Kościelnym;MAZOWIECKIE;wyszkowski;Somianka;Popowo Kościelne;Popowo Kościelne;45;52.53585;21.18793
Ochotnicza Straż Pożarna w Kamieńczyku;MAZOWIECKIE;wyszkowski;Wyszków;Kamieńczyk;Warszawska;6;52.6027157;21.5406335
Ochotnicza Straż Pożarna w Rząśniku;MAZOWIECKIE;wyszkowski;Rząśnik;Rząśnik;Jesionowa;3;52.71315525;21.36765591086803
Ochotnicza Straż Pożarna w Tarnowie Opolskim;OPOLSKIE;opolski;Tarnów Opolski;Tarnów Opolski;Księdza Klimasa;9;50.5738112;18.08337271011689
Ochotnicza Straż Pożarna w Długosiodle;MAZOWIECKIE;wyszkowski;Długosiodło;Długosiodło;Królowej Jadwigi;36;52.75719;21.58675
Ochotnicza Straż Pożarna w Brańszczyku;MAZOWIECKIE;wyszkowski;Brańszczyk;Brańszczyk;Jana Pawła II;43;52.6279557;21.585646149699258
Ochotnicza Straż Pożarna w Łagowie;MAZOWIECKIE;zwoleński;Przyłęk;Łagów;;20;52.3361293;15.2659454
Ochotnicza Straż Pożarna w Przyworach;OPOLSKIE;opolski;Tarnów Opolski;Przywory;Wiejska;81;50.5733881;17.987144235433405
Ochotnicza Straż Pożarna w Grabowie nad Wisłą;MAZOWIECKIE;zwoleński;Przyłęk;Grabów nad Wisłą;;21;51.34754;21.67559
Ochotnicza Straż Pożarna w Goszczowicach;OPOLSKIE;opolski;Tułowice;Goszczowice;;43a;50.5716751;17.617326057149242
OSP Kuniów;OPOLSKIE;kluczborski;Kluczbork;Kuniów;;58a;50.9506473;18.221641256799252
JRG nr 4 w Białymstoku;PODLASKIE;Białystok;Białystok;Białystok;Transportowa;6;53.112307799999996;23.12307566083153
Ochotnicza Straż Pożarna w Mszadli Nowej;MAZOWIECKIE;zwoleński;Przyłęk;Mszadla Nowa;;23;51.3279275;21.7723317
OSP KSRG Ostrożne;PODLASKIE;zambrowski;Szumowo;Ostrożne;;53;52.9429246;22.1610067
Ochotnicza Straż Pożarna w Zielonce Nowej;MAZOWIECKIE;zwoleński;Zwoleń;Zielonka Nowa;;96;49.9663184;20.6164358
JRG nr 5 w Łapach;PODLASKIE;białostocki;Łapy;Łapy;Płonkowska;1a;52.98419305;22.864900235376076
OSP Praszka;OPOLSKIE;oleski;Praszka;Praszka;Powstańców Śląskich;15;51.05708455;18.45238529163054
Ochotnicza Straż Pożarna w Jazgarzewie;MAZOWIECKIE;piaseczyński;Piaseczno;Jazgarzew;Główna;31;52.0404845;20.9956919
OSP Choroszcz;PODLASKIE;białostocki;Choroszcz;Choroszcz;Dominikańska;22;53.13991755;22.984885129516872
OSP Klepacze;PODLASKIE;białostocki;Choroszcz;Klepacze;Niewodnicka;19;53.10848825;23.07617707361382
Ochotnicza Straż Pożarna w Zwoleniu;MAZOWIECKIE;zwoleński;Zwoleń;Zwoleń;Lubelska;6;51.3561367;21.5880331
OSP Złotoria;PODLASKIE;białostocki;Choroszcz;Złotoria;;50;51.122408899999996;15.919447631385701
Ochotnicza Straż Pożarna Gołymin-Ośrodek;MAZOWIECKIE;ciechanowski;Gołymin-Ośrodek;Gołymin-Ośrodek;Rynek;3;52.80796135;20.868801962432613
OSP Czarna Białostocka;PODLASKIE;białostocki;Czarna Białostocka;Czarna Białostocka;Tartaczna;5;53.3050544;23.280024835698832
OSP Strojec;OPOLSKIE;oleski;Praszka;Strojec;Częstochowska;33;51.0364785;18.501928
OSP KSRG Wiśniewo;PODLASKIE;zambrowski;Zambrów;Wiśniewo;;16 a;53.5599184;19.8645912
OSP Czarna Wieś Kościelna;PODLASKIE;białostocki;Czarna Białostocka;Czarna Wieś Kościelna;Wesoła;22;53.2956276;23.219049825333702
Ochotnicza Straż Pożarna w Jasieńcu Soleckim;MAZOWIECKIE;zwoleński;Zwoleń;Jasieniec Solecki;;175;51.2917053;21.625095
OSP Dobrzyniewo Duże;PODLASKIE;białostocki;Dobrzyniewo Duże;Dobrzyniewo Duże;Lipowa;71;53.2050943;23.013464399999997
OSP Pogorzałki;PODLASKIE;białostocki;Dobrzyniewo Duże;Pogorzałki;;128;53.22620545;22.959305230697005
OSP KSRG Stary Laskowiec;PODLASKIE;zambrowski;Zambrów;Stary Laskowiec;;6;52.9519448;22.2955691
OSP Gródek;PODLASKIE;białostocki;Gródek;Gródek;Aleksandra i Grzegorza Chodkiewiczów;29;53.09470845;23.671917204784112
Ochotnicza Straż Pożarna w Lekowie;MAZOWIECKIE;ciechanowski;Regimin;Lekowo;;14;52.936390700000004;20.550951051694046
OSP Kościeliska;OPOLSKIE;oleski;Radłów;Kościeliska;;61A;49.2909404;19.93683010237458
OSP Juchnowiec Dolny;PODLASKIE;białostocki;Juchnowiec Kościelny;Juchnowiec Dolny;Majowa;2;53.00429955;23.13632974280179
Ochotnicza Straż Pożarna w Bierdzanach;OPOLSKIE;opolski;Turawa;Bierdzany;Szkolna;18;50.81491965;18.15784845
OSP Radłów;OPOLSKIE;oleski;Radłów;Radłów;Oleska;5A;50.9250709;18.4997687
Ochotnicza Straż Pożarna w Osowcu;OPOLSKIE;opolski;Turawa;Osowiec;Lipowa;4;50.75344765;18.024080037011156
OSP KSRG Rutki Kossaki;PODLASKIE;zambrowski;Rutki;Rutki-Kossaki;Łomżyńska;34;53.0911607;22.435032500298018
OSP Żelechów;MAZOWIECKIE;garwoliński;Żelechów;Żelechów;ul. Traugutta;5;51.80778;21.89493
Ochotnicza Straż Pożarna w Ościsłowie;MAZOWIECKIE;ciechanowski;Glinojeck;Ościsłowo;;37;52.4638729;18.2528387
Komenda Powiatowa Państwowej Strazy Pożarnej w Płońsku, Jednostka Ratowniczo-Gaśnicza;MAZOWIECKIE;płoński;Płońsk;Płońsk;Henryka Sienkiewicza;9;52.6277591;20.3767718
Ochotnicza Straż Pożarna w Węgrach;OPOLSKIE;opolski;Turawa;Węgry;Opolska;11a;50.74849175;18.02013954919635
Ochotnicza Straż Pożarna Baboszewo;MAZOWIECKIE;płoński;Baboszewo;Baboszewo;Jana i Antoniego Brodeckich;3;52.67947;20.25431
Ochotnicza Straż Pożarna Wola Folwark;MAZOWIECKIE;płoński;Baboszewo;Wola-Folwark;;16 A;52.7200031;20.3679367
OSP KSRG Kołaki Kościelne;PODLASKIE;zambrowski;Kołaki Kościelne;Kołaki Kościelne;Kościelna;28;53.024138;22.377464666562012
OSP Dalachów;OPOLSKIE;oleski;Rudniki;Dalachów;;217;51.07651;18.58719
Ochotnicza Straż Pożarna Czerwińsk nad Wisłą;MAZOWIECKIE;płoński;Czerwińsk nad Wisłą;Czerwińsk nad Wisłą;Klasztorna;1;52.3941364;20.3117218
Ochotnicza Straz Pożarna Raszewo Włościańskie;MAZOWIECKIE;płoński;Czerwińsk nad Wisłą;Raszewo Włościańskie;;20 A;52.4580845;20.2480241
Jednostka Ratowniczo-Gaśnicza Komendy Powiatowej Państwowej Straży Pożarnej w Mławie;MAZOWIECKIE;mławski;Mława;Mława;Zygmunta Padlewskiego;15;53.1142485;20.384691959855658
Ochotnicza Straż Pożarna w Radzanowie;MAZOWIECKIE;mławski;Radzanów;Radzanów;Mławska;2;52.94299;20.0927
Ochotnicza Straż Pożarna w Dąbrowie;MAZOWIECKIE;mławski;Strzegowo;Dąbrowa;;55;50.2190042;18.8237882
Ochotnicza Straż Pożarna w Niedzborzu;MAZOWIECKIE;mławski;Strzegowo;Niedzbórz;;38;52.93357535;20.369440746998613
Ochotnicza Straż Pożarna w Strzegowie;MAZOWIECKIE;mławski;Strzegowo;Strzegowo;Wyzwolenia;6;52.8963836;20.2858387
Ochotnicza Straż Pożarna w Unierzyżu;MAZOWIECKIE;mławski;Strzegowo;Unierzyż;;32;52.86309;20.29274
Ochotnicza Straż Pożarna Dzierzążnia;MAZOWIECKIE;płoński;Dzierzążnia;Dzierzążnia;;27 A;52.6285005;20.2203732
Ochotnicza Straż Pożarna w Wyszynach Kościelnych;MAZOWIECKIE;mławski;Stupsk;Wyszyny Kościelne;;117;53.0464168;20.3927861
Ochotnicza Straż Pożarna w Stupsku;MAZOWIECKIE;mławski;Stupsk;Stupsk;Adama Mickiewicza;46;53.01961245;20.44166440416963
Ochotnicza Straż Pożarna w Szreńsku;MAZOWIECKIE;mławski;Szreńsk;Szreńsk;Feliksa Szreńskiego;8;53.008640850000006;20.123302450000004
OSP Rudniki;OPOLSKIE;oleski;Rudniki;Rudniki;Okólna;2;51.0376465;18.6055858
Ochotnicza Straż Pożarna w Nasierowie Górnym;MAZOWIECKIE;ciechanowski;Gołymin-Ośrodek;Nasierowo Górne;;14;52.8419;20.71019
Ochotnicza Straż Pożarna w Szydłowie;MAZOWIECKIE;mławski;Szydłowo;Szydłowo;;63;53.15968;16.60385
Ochotlicza Straż Pożarna w Piegłowie;MAZOWIECKIE;mławski;Szydłowo;Nowe Piegłowo;;6A;53.0583117;20.5415456
Ochotnicza Straż Pożarna w Kowalewie;MAZOWIECKIE;mławski;Wiśniewo;Kowalewo;;78;53.013664199999994;20.27603817260971
Ochotnicza Straż Pożarna w Wieczfni Kościelnej;MAZOWIECKIE;mławski;Wieczfnia Kościelna;Wieczfnia Kościelna;;96;53.1955819;20.4768205
Ochotnicza Straż Pożarna Joniec;MAZOWIECKIE;płoński;Joniec;Joniec;;36;52.60110305;20.580697327769713
JRG KP PSP w Zambrowie;PODLASKIE;zambrowski;Zambrów;Zambrów;Sadowa;4;52.987173049999996;22.242712419182048
Ochotnicza Straż Pożarna  Naruszewo;MAZOWIECKIE;płoński;Naruszewo;Nowe Naruszewo;;16;52.5250882;20.3588245
Ochotnicza Straż Pożarna Nowe Miasto;MAZOWIECKIE;płoński;Nowe Miasto;Nowe Miasto;Zielony Rynek;30;52.6536323;20.6284797
Komenda Powiatowa Państwowej Straży Pożarnej w Makowie Mazowieckim;MAZOWIECKIE;makowski;Maków Mazowiecki;Maków Mazowiecki;Stanisława Moniuszki;6a;52.8633177;21.099564700000002
Ochotnicza Straż Pożarna Raciąż;MAZOWIECKIE;płoński;Raciąż;Raciąż;Kilińskiego;23;52.7806763;20.1223065
Jednostka Ratowniczo - Gaśnicza KP PSP w Zwoleniu;MAZOWIECKIE;zwoleński;Zwoleń;Zwoleń;Lubelska;6;51.3561367;21.5880331
Ochotnicza Straż Pożarna w Grudusku;MAZOWIECKIE;ciechanowski;Grudusk;Grudusk;Konopnickiej;17;53.0607946;20.623328299999997
Ochotnicza Straż Pożarna Kaczorowy;MAZOWIECKIE;płoński;Raciąż;Kaczorowy;;70;49.75693575;21.459375022075
Ochotnicza Straż Pożarna Koziebrody;MAZOWIECKIE;płoński;Raciąż;Koziebrody;;158;52.8019453;19.9981166
Ochotnicza Straż Pożarna w Karniewie;MAZOWIECKIE;makowski;Karniewo;Karniewo;Pułtuska;3;52.83622325;20.990746087328862
Ochotnicza Straż Pożarna Unieck;MAZOWIECKIE;płoński;Raciąż;Unieck;;41;52.86909;20.19937
Ochotnicza Straż Pożarna Sochocin;MAZOWIECKIE;płoński;Sochocin;Sochocin;Guzikarzy;9;52.6904885;20.4699586
